"Code","eco_code","eco_name","Fine_biome","Coarsest","Coarse","Med.coarse","Med.fine","Fine","Color","Notes"
"TEF","IM0212","Sri Lanka dry-zone dry evergreen forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0104","Borneo peat swamp forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0302","Luzon tropical pine forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0303","Northeast India-Myanmar pine forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT1011","Madagascar ericoid thickets","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0101","Albertine Rift montane forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0102","Atlantic Equatorial coastal forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT1014","South Malawi montane forest-grassland mosaic","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT1015","Southern Rift montane forest-grassland mosaic","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0105","Comoros forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0106","Cross-Niger transition forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0107","Cross-Sanaga-Bioko coastal forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0108","East African montane forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0109","Eastern Arc forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0110","Eastern Congolian swamp forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0303","Central American pine-oak forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0304","Cuban pine forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0113","Granitic Seychelles forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0114","Guinean montane forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0115","Knysna-Amatole montane forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AT0116","KwaZulu-Cape coastal forest mosaic","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0101","Araucaria moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0102","Atlantic Coast restingas","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0103","Bahia coastal forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0104","Bahia interior forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0105","Bolivian Yungas","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0106","Caatinga Enclaves moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0107","Caqueta moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0108","Catatumbo moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
