"Code","eco_code","eco_name","Fine_biome","Coarsest","Coarse","Med.coarse","Med.fine","Fine","Color","Notes"
"MED","AA1203","Eyre and York mallee","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1201","Coolgardie woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AT1201","Albany thickets","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","NA1203","California montane chaparral and woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA0410","Central Anatolian steppe and woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1205","Crete Mediterranean forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","NA1202","California interior chaparral and woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AT1203","Montane fynbos and renosterveld","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1204","Corsican montane broadleaf and mixed forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1211","Italian sclerophyllous and semi-deciduous forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AT1202","Lowland fynbos and renosterveld","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","NT1201","Chilean matorral","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1212","Mediterranean acacia-argania dry woodlands and succulent thickets","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1202","Anatolian conifer and deciduous mixed forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1219","Southeastern Iberian shrubs and woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1218","South Appenine mixed montane forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1202","Esperance mallee","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1210","Illyrian deciduous forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1208","Naracoorte woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1207","Eastern Mediterranean conifer-sclerophyllous-broadleaf forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1204","Jarrah-Karri forest and shrublands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1213","Mediterranean dry woodlands and steppe","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","NA1201","California coastal sage and chaparral","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1215","Northeastern Spain and Southern France Mediterranean forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1214","Mediterranean woodlands and forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1203","Canary Islands dry woodlands and forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1210","Southwest Australia woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1201","Aegean and Western Turkey sclerophyllous and mixed forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1209","Southwest Australia savanna","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1206","Cyprus Mediterranean forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1217","Pindus Mountains mixed forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1209","Iberian sclerophyllous and semi-deciduous forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1221","Southwest Iberian Mediterranean sclerophyllous and mixed forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1206","Mount Lofty woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1205","Swan Coastal Plain Scrub and Woodlands","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA0432","Po Basin mixed forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","PA1222","Tyrrhenian-Adriatic Sclerophyllous and mixed forests","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"MED","AA1207","Murray-Darling woodlands and mallee","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","Mediterranean","#ebc2e2","Warm-temperate sclerophyllous shrublands and heaths; California chapparal; Chilean matorral; Australian sclerophyllous woodlands; Mediterranean basin"
"NTF","NA0401","Allegheny Highlands forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0412","Central European mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","IM0403","Western Himalayan broadleaf forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0403","Azores temperate mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0416","Crimean Submediterranean forest complex","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0405","Baltic mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0401","Appenine deciduous montane forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0406","Cantabrian mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0407","Caspian Hyrcanian mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0404","Balkan mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0418","Dinaric Mountains mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0436","Sarmatic mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0411","Central China loess plateau mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0438","South Sakhalin-Kurile mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0409","Celtic broadleaf forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0414","Changbai Mountains mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0402","Atlantic mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0442","Tarim Basin deciduous forests and steppe","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0443","Ussuri broadleaf and mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0444","Western Siberian hemiboreal forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0445","Western European broadleaf forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0420","Eastern Anatolian deciduous forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0408","Caucasus mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0404","Central U.S. hardwood forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0405","East Central Texas forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0406","Eastern forest-boreal transition","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0407","Eastern Great Lakes lowland forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0413","Central Korean deciduous forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0409","Mississippi lowland forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0441","Taiheiyo montane deciduous forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0411","Northeastern coastal forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0412","Ozark Mountain forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0413","Southeastern mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0414","Southern Great Lakes forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0402","Appalachian mixed mesophytic forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0403","Appalachian-Blue Ridge forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0421","English Lowlands beech forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0422","Euxine-Colchic broadleaf forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0423","Hokkaido deciduous forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0424","Huang He Plain mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0408","Gulf of St. Lawrence lowland forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0430","Northeast China Plain deciduous forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0410","New England-Acadian forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0428","Nihonkai montane deciduous forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0429","North Atlantic moist mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0434","Qin Ling Mountains deciduous forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0431","Pannonian mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0415","Upper Midwest forest-savanna transition","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","NA0416","Western Great Lakes forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"NTF","PA0435","Rodope montane mixed forests","North-temperate deciduous forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","North-temperate deciduous forest","#b5f1b5","North-temperate deciduous forest: NE Asia; central Europe; and eastern North America"
"SAV","IM1303","Northwestern thorn scrub forests","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0710","Uruguayan savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0704","Cerrado","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT0904","Lake Chad flooded savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0709","Llanos","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0306","Miskito pine forests","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0705","Clipperton Island shrub and grasslands","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0708","Humid Chaco","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0803","Humid Pampas","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","IM1301","Deccan thorn scrub forests","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT1311","Madagascar spiny thickets","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","AT1001","Angolan montane forest-grassland mosaic","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0703","Campos Rupestres montane savanna","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
"SAV","NT0904","Everglades","Savanna and scrubland","Grassland","Grassland and savanna","Grassland and savanna","Savanna and scrubland","Savanna and scrubland","#facd84","Tropical scrubland; grasslands; woodlands; and savannas; including thorn scrub and xeric scrublands of NE Brazil; central India; Madagascar; and Guyana/Venezeula (which are otherwise classified in WWF dataset as desert)"
